"Notes","MCD - ICD Sub-Chapter","MCD - ICD Sub-Chapter Code","Year","Year Code","Sex","Sex Code","Single Race 6","Single Race 6 Code","Ten-Year Age Groups","Ten-Year Age Groups Code",Deaths,Population,Crude Rate
,"Renal failure","N17-N19","2021","2021","Male","M","More than one race","M","45-54 years","45-54",23,332158,6.9
,"Renal failure","N17-N19","2021","2021","Male","M","More than one race","M","55-64 years","55-64",31,266652,11.6
,"Renal failure","N17-N19","2021","2021","Male","M","More than one race","M","65-74 years","65-74",23,166197,13.8
,"Renal failure","N17-N19","2021","2021","Male","M","More than one race","M","75-84 years","75-84",28,66506,42.1
,"Renal failure","N17-N19","2021","2021","Male","M","More than one race","M","85+ years","85+",12,19588,Unreliable
,"Renal failure","N17-N19","2022","2022","Female","F","American Indian or Alaska Native","1002-5","35-44 years","35-44",16,281327,Unreliable
,"Renal failure","N17-N19","2022","2022","Female","F","American Indian or Alaska Native","1002-5","45-54 years","45-54",32,243943,13.1
,"Renal failure","N17-N19","2022","2022","Female","F","American Indian or Alaska Native","1002-5","55-64 years","55-64",34,229957,14.8
,"Renal failure","N17-N19","2022","2022","Female","F","American Indian or Alaska Native","1002-5","65-74 years","65-74",58,157955,36.7
,"Renal failure","N17-N19","2022","2022","Female","F","American Indian or Alaska Native","1002-5","75-84 years","75-84",53,70944,74.7
,"Renal failure","N17-N19","2022","2022","Female","F","American Indian or Alaska Native","1002-5","85+ years","85+",14,26554,Unreliable
,"Renal failure","N17-N19","2022","2022","Female","F","Asian","A","45-54 years","45-54",28,1535078,1.8
,"Renal failure","N17-N19","2022","2022","Female","F","Asian","A","55-64 years","55-64",53,1228954,4.3
,"Renal failure","N17-N19","2022","2022","Female","F","Asian","A","65-74 years","65-74",114,958031,11.9
,"Renal failure","N17-N19","2022","2022","Female","F","Asian","A","75-84 years","75-84",155,473397,32.7
,"Renal failure","N17-N19","2022","2022","Female","F","Asian","A","85+ years","85+",158,213119,74.1
,"Renal failure","N17-N19","2022","2022","Female","F","Black or African American","2054-5","25-34 years","25-34",32,3523463,0.9
,"Renal failure","N17-N19","2022","2022","Female","F","Black or African American","2054-5","35-44 years","35-44",93,3141280,3.0
,"Renal failure","N17-N19","2022","2022","Female","F","Black or African American","2054-5","45-54 years","45-54",232,2832024,8.2
,"Renal failure","N17-N19","2022","2022","Female","F","Black or African American","2054-5","55-64 years","55-64",560,2807115,19.9
,"Renal failure","N17-N19","2022","2022","Female","F","Black or African American","2054-5","65-74 years","65-74",800,2045389,39.1
,"Renal failure","N17-N19","2022","2022","Female","F","Black or African American","2054-5","75-84 years","75-84",647,938959,68.9
,"Renal failure","N17-N19","2022","2022","Female","F","Black or African American","2054-5","85+ years","85+",522,372024,140.3
,"Renal failure","N17-N19","2022","2022","Female","F","Native Hawaiian or Other Pacific Islander","NHOPI","65-74 years","65-74",13,28347,Unreliable
,"Renal failure","N17-N19","2022","2022","Female","F","White","2106-3","25-34 years","25-34",128,15996405,0.8
,"Renal failure","N17-N19","2022","2022","Female","F","White","2106-3","35-44 years","35-44",331,15802633,2.1
,"Renal failure","N17-N19","2022","2022","Female","F","White","2106-3","45-54 years","45-54",870,15113753,5.8
,"Renal failure","N17-N19","2022","2022","Female","F","White","2106-3","55-64 years","55-64",2236,16804292,13.3
,"Renal failure","N17-N19","2022","2022","Female","F","White","2106-3","65-74 years","65-74",3857,14486575,26.6
,"Renal failure","N17-N19","2022","2022","Female","F","White","2106-3","75-84 years","75-84",4335,8194713,52.9
,"Renal failure","N17-N19","2022","2022","Female","F","White","2106-3","85+ years","85+",3419,3547605,96.4
,"Renal failure","N17-N19","2022","2022","Female","F","More than one race","M","45-54 years","45-54",15,376981,Unreliable
,"Renal failure","N17-N19","2022","2022","Female","F","More than one race","M","55-64 years","55-64",23,300064,7.7
,"Renal failure","N17-N19","2022","2022","Female","F","More than one race","M","65-74 years","65-74",28,201470,13.9
,"Renal failure","N17-N19","2022","2022","Female","F","More than one race","M","75-84 years","75-84",26,95133,27.3
,"Renal failure","N17-N19","2022","2022","Female","F","More than one race","M","85+ years","85+",13,37955,Unreliable
,"Renal failure","N17-N19","2022","2022","Male","M","American Indian or Alaska Native","1002-5","25-34 years","25-34",13,340720,Unreliable
,"Renal failure","N17-N19","2022","2022","Male","M","American Indian or Alaska Native","1002-5","35-44 years","35-44",32,308282,10.4
,"Renal failure","N17-N19","2022","2022","Male","M","American Indian or Alaska Native","1002-5","45-54 years","45-54",34,258550,13.2
,"Renal failure","N17-N19","2022","2022","Male","M","American Indian or Alaska Native","1002-5","55-64 years","55-64",38,224433,16.9
,"Renal failure","N17-N19","2022","2022","Male","M","American Indian or Alaska Native","1002-5","65-74 years","65-74",43,141015,30.5
,"Renal failure","N17-N19","2022","2022","Male","M","American Indian or Alaska Native","1002-5","75-84 years","75-84",29,58147,49.9
,"Renal failure","N17-N19","2022","2022","Male","M","American Indian or Alaska Native","1002-5","85+ years","85+",11,15909,Unreliable
,"Renal failure","N17-N19","2022","2022","Male","M","Asian","A","25-34 years","25-34",13,1638567,Unreliable
,"Renal failure","N17-N19","2022","2022","Male","M","Asian","A","35-44 years","35-44",14,1630740,Unreliable
,"Renal failure","N17-N19","2022","2022","Male","M","Asian","A","45-54 years","45-54",48,1383230,3.5
,"Renal failure","N17-N19","2022","2022","Male","M","Asian","A","55-64 years","55-64",91,1071189,8.5
,"Renal failure","N17-N19","2022","2022","Male","M","Asian","A","65-74 years","65-74",176,763351,23.1
,"Renal failure","N17-N19","2022","2022","Male","M","Asian","A","75-84 years","75-84",198,365486,54.2
,"Renal failure","N17-N19","2022","2022","Male","M","Asian","A","85+ years","85+",166,125459,132.3
,"Renal failure","N17-N19","2022","2022","Male","M","Black or African American","2054-5","25-34 years","25-34",72,3541054,2.0
,"Renal failure","N17-N19","2022","2022","Male","M","Black or African American","2054-5","35-44 years","35-44",118,2945414,4.0
,"Renal failure","N17-N19","2022","2022","Male","M","Black or African American","2054-5","45-54 years","45-54",251,2550255,9.8
,"Renal failure","N17-N19","2022","2022","Male","M","Black or African American","2054-5","55-64 years","55-64",557,2438499,22.8
,"Renal failure","N17-N19","2022","2022","Male","M","Black or African American","2054-5","65-74 years","65-74",877,1565128,56.0
,"Renal failure","N17-N19","2022","2022","Male","M","Black or African American","2054-5","75-84 years","75-84",589,597060,98.7
,"Renal failure","N17-N19","2022","2022","Male","M","Black or African American","2054-5","85+ years","85+",355,156735,226.5
,"Renal failure","N17-N19","2022","2022","Male","M","Native Hawaiian or Other Pacific Islander","NHOPI","55-64 years","55-64",13,42521,Unreliable
,"Renal failure","N17-N19","2022","2022","Male","M","White","2106-3","25-34 years","25-34",170,16862366,1.0
,"Renal failure","N17-N19","2022","2022","Male","M","White","2106-3","35-44 years","35-44",512,16677220,3.1
,"Renal failure","N17-N19","2022","2022","Male","M","White","2106-3","45-54 years","45-54",1123,15689751,7.2
,"Renal failure","N17-N19","2022","2022","Male","M","White","2106-3","55-64 years","55-64",2871,16624619,17.3
,"Renal failure","N17-N19","2022","2022","Male","M","White","2106-3","65-74 years","65-74",4716,13240100,35.6
,"Renal failure","N17-N19","2022","2022","Male","M","White","2106-3","75-84 years","75-84",4967,6628034,74.9
,"Renal failure","N17-N19","2022","2022","Male","M","White","2106-3","85+ years","85+",3075,1959884,156.9
,"Renal failure","N17-N19","2022","2022","Male","M","More than one race","M","45-54 years","45-54",15,345081,Unreliable
,"Renal failure","N17-N19","2022","2022","Male","M","More than one race","M","55-64 years","55-64",23,270642,8.5
,"Renal failure","N17-N19","2022","2022","Male","M","More than one race","M","65-74 years","65-74",23,175168,13.1
,"Renal failure","N17-N19","2022","2022","Male","M","More than one race","M","75-84 years","75-84",20,75378,26.5
,"Renal failure","N17-N19","2022","2022","Male","M","More than one race","M","85+ years","85+",13,22757,Unreliable
,"Renal failure","N17-N19","2023","2023","Female","F","American Indian or Alaska Native","1002-5","35-44 years","35-44",22,290449,7.6
,"Renal failure","N17-N19","2023","2023","Female","F","American Indian or Alaska Native","1002-5","45-54 years","45-54",22,249303,8.8
,"Renal failure","N17-N19","2023","2023","Female","F","American Indian or Alaska Native","1002-5","55-64 years","55-64",38,232793,16.3
,"Renal failure","N17-N19","2023","2023","Female","F","American Indian or Alaska Native","1002-5","65-74 years","65-74",42,166481,25.2
,"Renal failure","N17-N19","2023","2023","Female","F","American Indian or Alaska Native","1002-5","75-84 years","75-84",39,76057,51.3
,"Renal failure","N17-N19","2023","2023","Female","F","American Indian or Alaska Native","1002-5","85+ years","85+",25,26789,93.3
,"Renal failure","N17-N19","2023","2023","Female","F","Asian","A","45-54 years","45-54",26,1578860,1.6
,"Renal failure","N17-N19","2023","2023","Female","F","Asian","A","55-64 years","55-64",66,1266796,5.2
,"Renal failure","N17-N19","2023","2023","Female","F","Asian","A","65-74 years","65-74",121,1001103,12.1
,"Renal failure","N17-N19","2023","2023","Female","F","Asian","A","75-84 years","75-84",160,506740,31.6
,"Renal failure","N17-N19","2023","2023","Female","F","Asian","A","85+ years","85+",185,208271,88.8
,"Renal failure","N17-N19","2023","2023","Female","F","Black or African American","2054-5","25-34 years","25-34",36,3545558,1.0
,"Renal failure","N17-N19","2023","2023","Female","F","Black or African American","2054-5","35-44 years","35-44",93,3218047,2.9
,"Renal failure","N17-N19","2023","2023","Female","F","Black or African American","2054-5","45-54 years","45-54",201,2861316,7.0
,"Renal failure","N17-N19","2023","2023","Female","F","Black or African American","2054-5","55-64 years","55-64",489,2821718,17.3
,"Renal failure","N17-N19","2023","2023","Female","F","Black or African American","2054-5","65-74 years","65-74",735,2127575,34.5
,"Renal failure","N17-N19","2023","2023","Female","F","Black or African American","2054-5","75-84 years","75-84",585,987042,59.3
,"Renal failure","N17-N19","2023","2023","Female","F","Black or African American","2054-5","85+ years","85+",479,353611,135.5
,"Renal failure","N17-N19","2023","2023","Female","F","Native Hawaiian or Other Pacific Islander","NHOPI","55-64 years","55-64",11,44410,Unreliable
,"Renal failure","N17-N19","2023","2023","Female","F","Native Hawaiian or Other Pacific Islander","NHOPI","65-74 years","65-74",10,29935,Unreliable
,"Renal failure","N17-N19","2023","2023","Female","F","White","2106-3","25-34 years","25-34",115,16085608,0.7
,"Renal failure","N17-N19","2023","2023","Female","F","White","2106-3","35-44 years","35-44",324,16087150,2.0
,"Renal failure","N17-N19","2023","2023","Female","F","White","2106-3","45-54 years","45-54",722,15174900,4.8
,"Renal failure","N17-N19","2023","2023","Female","F","White","2106-3","55-64 years","55-64",1868,16680834,11.2
,"Renal failure","N17-N19","2023","2023","Female","F","White","2106-3","65-74 years","65-74",3341,14815045,22.6
,"Renal failure","N17-N19","2023","2023","Female","F","White","2106-3","75-84 years","75-84",4298,8521384,50.4
,"Renal failure","N17-N19","2023","2023","Female","F","White","2106-3","85+ years","85+",3385,3279678,103.2
,"Renal failure","N17-N19","2023","2023","Female","F","More than one race","M","45-54 years","45-54",15,390643,Unreliable
,"Renal failure","N17-N19","2023","2023","Female","F","More than one race","M","55-64 years","55-64",21,304015,6.9
,"Renal failure","N17-N19","2023","2023","Female","F","More than one race","M","65-74 years","65-74",33,210065,15.7
,"Renal failure","N17-N19","2023","2023","Female","F","More than one race","M","75-84 years","75-84",23,100748,22.8
,"Renal failure","N17-N19","2023","2023","Female","F","More than one race","M","85+ years","85+",16,37850,Unreliable
,"Renal failure","N17-N19","2023","2023","Male","M","American Indian or Alaska Native","1002-5","35-44 years","35-44",16,316157,Unreliable
,"Renal failure","N17-N19","2023","2023","Male","M","American Indian or Alaska Native","1002-5","45-54 years","45-54",25,260929,9.6
,"Renal failure","N17-N19","2023","2023","Male","M","American Indian or Alaska Native","1002-5","55-64 years","55-64",40,227106,17.6
,"Renal failure","N17-N19","2023","2023","Male","M","American Indian or Alaska Native","1002-5","65-74 years","65-74",38,148498,25.6
,"Renal failure","N17-N19","2023","2023","Male","M","American Indian or Alaska Native","1002-5","75-84 years","75-84",29,63233,45.9
,"Renal failure","N17-N19","2023","2023","Male","M","American Indian or Alaska Native","1002-5","85+ years","85+",11,17175,Unreliable
,"Renal failure","N17-N19","2023","2023","Male","M","Asian","A","35-44 years","35-44",22,1680517,1.3
,"Renal failure","N17-N19","2023","2023","Male","M","Asian","A","45-54 years","45-54",36,1404570,2.6
,"Renal failure","N17-N19","2023","2023","Male","M","Asian","A","55-64 years","55-64",74,1098008,6.7
,"Renal failure","N17-N19","2023","2023","Male","M","Asian","A","65-74 years","65-74",149,797839,18.7
,"Renal failure","N17-N19","2023","2023","Male","M","Asian","A","75-84 years","75-84",195,392100,49.7
,"Renal failure","N17-N19","2023","2023","Male","M","Asian","A","85+ years","85+",150,131730,113.9
,"Renal failure","N17-N19","2023","2023","Male","M","Black or African American","2054-5","25-34 years","25-34",54,3528216,1.5
,"Renal failure","N17-N19","2023","2023","Male","M","Black or African American","2054-5","35-44 years","35-44",88,3004099,2.9
,"Renal failure","N17-N19","2023","2023","Male","M","Black or African American","2054-5","45-54 years","45-54",214,2547736,8.4
,"Renal failure","N17-N19","2023","2023","Male","M","Black or African American","2054-5","55-64 years","55-64",491,2437159,20.1
,"Renal failure","N17-N19","2023","2023","Male","M","Black or African American","2054-5","65-74 years","65-74",742,1639704,45.3
,"Renal failure","N17-N19","2023","2023","Male","M","Black or African American","2054-5","75-84 years","75-84",557,640372,87.0
,"Renal failure","N17-N19","2023","2023","Male","M","Black or African American","2054-5","85+ years","85+",323,161992,199.4
,"Renal failure","N17-N19","2023","2023","Male","M","White","2106-3","25-34 years","25-34",151,16719619,0.9
,"Renal failure","N17-N19","2023","2023","Male","M","White","2106-3","35-44 years","35-44",466,16784128,2.8
,"Renal failure","N17-N19","2023","2023","Male","M","White","2106-3","45-54 years","45-54",942,15565729,6.1
,"Renal failure","N17-N19","2023","2023","Male","M","White","2106-3","55-64 years","55-64",2467,16425655,15.0
,"Renal failure","N17-N19","2023","2023","Male","M","White","2106-3","65-74 years","65-74",4058,13538439,30.0
,"Renal failure","N17-N19","2023","2023","Male","M","White","2106-3","75-84 years","75-84",4585,6974938,65.7
,"Renal failure","N17-N19","2023","2023","Male","M","White","2106-3","85+ years","85+",2852,1945723,146.6
,"Renal failure","N17-N19","2023","2023","Male","M","More than one race","M","45-54 years","45-54",14,353930,Unreliable
,"Renal failure","N17-N19","2023","2023","Male","M","More than one race","M","55-64 years","55-64",31,272292,11.4
,"Renal failure","N17-N19","2023","2023","Male","M","More than one race","M","65-74 years","65-74",20,183162,10.9
,"Renal failure","N17-N19","2023","2023","Male","M","More than one race","M","75-84 years","75-84",26,80176,32.4
,"Renal failure","N17-N19","2023","2023","Male","M","More than one race","M","85+ years","85+",13,24061,Unreliable
,"Renal failure","N17-N19","2024 (provisional)","2024","Female","F","American Indian or Alaska Native","1002-5","35-44 years","35-44",22,290449,7.6
,"Renal failure","N17-N19","2024 (provisional)","2024","Female","F","American Indian or Alaska Native","1002-5","45-54 years","45-54",24,249303,9.6
,"Renal failure","N17-N19","2024 (provisional)","2024","Female","F","American Indian or Alaska Native","1002-5","55-64 years","55-64",34,232793,14.6
,"Renal failure","N17-N19","2024 (provisional)","2024","Female","F","American Indian or Alaska Native","1002-5","65-74 years","65-74",41,166481,24.6
,"Renal failure","N17-N19","2024 (provisional)","2024","Female","F","American Indian or Alaska Native","1002-5","75-84 years","75-84",34,76057,44.7
,"Renal failure","N17-N19","2024 (provisional)","2024","Female","F","American Indian or Alaska Native","1002-5","85+ years","85+",14,26789,Unreliable
,"Renal failure","N17-N19","2024 (provisional)","2024","Female","F","Asian","A","35-44 years","35-44",13,1822629,Unreliable
,"Renal failure","N17-N19","2024 (provisional)","2024","Female","F","Asian","A","45-54 years","45-54",37,1578860,2.3
,"Renal failure","N17-N19","2024 (provisional)","2024","Female","F","Asian","A","55-64 years","55-64",47,1266796,3.7
,"Renal failure","N17-N19","2024 (provisional)","2024","Female","F","Asian","A","65-74 years","65-74",102,1001103,10.2
,"Renal failure","N17-N19","2024 (provisional)","2024","Female","F","Asian","A","75-84 years","75-84",161,506740,31.8
,"Renal failure","N17-N19","2024 (provisional)","2024","Female","F","Asian","A","85+ years","85+",171,208271,82.1
,"Renal failure","N17-N19","2024 (provisional)","2024","Female","F","Black or African American","2054-5","25-34 years","25-34",26,3545558,0.7
,"Renal failure","N17-N19","2024 (provisional)","2024","Female","F","Black or African American","2054-5","35-44 years","35-44",94,3218047,2.9
,"Renal failure","N17-N19","2024 (provisional)","2024","Female","F","Black or African American","2054-5","45-54 years","45-54",203,2861316,7.1
,"Renal failure","N17-N19","2024 (provisional)","2024","Female","F","Black or African American","2054-5","55-64 years","55-64",471,2821718,16.7
,"Renal failure","N17-N19","2024 (provisional)","2024","Female","F","Black or African American","2054-5","65-74 years","65-74",708,2127575,33.3
,"Renal failure","N17-N19","2024 (provisional)","2024","Female","F","Black or African American","2054-5","75-84 years","75-84",638,987042,64.6
,"Renal failure","N17-N19","2024 (provisional)","2024","Female","F","Black or African American","2054-5","85+ years","85+",415,353611,117.4
,"Renal failure","N17-N19","2024 (provisional)","2024","Female","F","Native Hawaiian or Other Pacific Islander","NHOPI","65-74 years","65-74",11,29935,Unreliable
,"Renal failure","N17-N19","2024 (provisional)","2024","Female","F","White","2106-3","25-34 years","25-34",111,16085608,0.7
,"Renal failure","N17-N19","2024 (provisional)","2024","Female","F","White","2106-3","35-44 years","35-44",293,16087150,1.8
,"Renal failure","N17-N19","2024 (provisional)","2024","Female","F","White","2106-3","45-54 years","45-54",705,15174900,4.6
,"Renal failure","N17-N19","2024 (provisional)","2024","Female","F","White","2106-3","55-64 years","55-64",1864,16680834,11.2
,"Renal failure","N17-N19","2024 (provisional)","2024","Female","F","White","2106-3","65-74 years","65-74",3290,14815045,22.2
,"Renal failure","N17-N19","2024 (provisional)","2024","Female","F","White","2106-3","75-84 years","75-84",4259,8521384,50.0
,"Renal failure","N17-N19","2024 (provisional)","2024","Female","F","White","2106-3","85+ years","85+",3196,3279678,97.4
,"Renal failure","N17-N19","2024 (provisional)","2024","Female","F","More than one race","M","55-64 years","55-64",18,304015,Unreliable
,"Renal failure","N17-N19","2024 (provisional)","2024","Female","F","More than one race","M","65-74 years","65-74",23,210065,10.9
,"Renal failure","N17-N19","2024 (provisional)","2024","Female","F","More than one race","M","75-84 years","75-84",31,100748,30.8
,"Renal failure","N17-N19","2024 (provisional)","2024","Female","F","More than one race","M","85+ years","85+",17,37850,Unreliable
,"Renal failure","N17-N19","2024 (provisional)","2024","Male","M","American Indian or Alaska Native","1002-5","25-34 years","25-34",13,344559,Unreliable
,"Renal failure","N17-N19","2024 (provisional)","2024","Male","M","American Indian or Alaska Native","1002-5","35-44 years","35-44",17,316157,Unreliable
,"Renal failure","N17-N19","2024 (provisional)","2024","Male","M","American Indian or Alaska Native","1002-5","45-54 years","45-54",25,260929,9.6
,"Renal failure","N17-N19","2024 (provisional)","2024","Male","M","American Indian or Alaska Native","1002-5","55-64 years","55-64",34,227106,15.0
,"Renal failure","N17-N19","2024 (provisional)","2024","Male","M","American Indian or Alaska Native","1002-5","65-74 years","65-74",52,148498,35.0
,"Renal failure","N17-N19","2024 (provisional)","2024","Male","M","American Indian or Alaska Native","1002-5","75-84 years","75-84",39,63233,61.7
,"Renal failure","N17-N19","2024 (provisional)","2024","Male","M","American Indian or Alaska Native","1002-5","85+ years","85+",14,17175,Unreliable
,"Renal failure","N17-N19","2024 (provisional)","2024","Male","M","Asian","A","35-44 years","35-44",16,1680517,Unreliable
,"Renal failure","N17-N19","2024 (provisional)","2024","Male","M","Asian","A","45-54 years","45-54",27,1404570,1.9
,"Renal failure","N17-N19","2024 (provisional)","2024","Male","M","Asian","A","55-64 years","55-64",73,1098008,6.6
,"Renal failure","N17-N19","2024 (provisional)","2024","Male","M","Asian","A","65-74 years","65-74",131,797839,16.4
,"Renal failure","N17-N19","2024 (provisional)","2024","Male","M","Asian","A","75-84 years","75-84",195,392100,49.7
,"Renal failure","N17-N19","2024 (provisional)","2024","Male","M","Asian","A","85+ years","85+",152,131730,115.4
,"Renal failure","N17-N19","2024 (provisional)","2024","Male","M","Black or African American","2054-5","25-34 years","25-34",44,3528216,1.2
,"Renal failure","N17-N19","2024 (provisional)","2024","Male","M","Black or African American","2054-5","35-44 years","35-44",88,3004099,2.9
,"Renal failure","N17-N19","2024 (provisional)","2024","Male","M","Black or African American","2054-5","45-54 years","45-54",199,2547736,7.8
,"Renal failure","N17-N19","2024 (provisional)","2024","Male","M","Black or African American","2054-5","55-64 years","55-64",445,2437159,18.3
,"Renal failure","N17-N19","2024 (provisional)","2024","Male","M","Black or African American","2054-5","65-74 years","65-74",745,1639704,45.4
,"Renal failure","N17-N19","2024 (provisional)","2024","Male","M","Black or African American","2054-5","75-84 years","75-84",561,640372,87.6
,"Renal failure","N17-N19","2024 (provisional)","2024","Male","M","Black or African American","2054-5","85+ years","85+",311,161992,192.0
,"Renal failure","N17-N19","2024 (provisional)","2024","Male","M","Native Hawaiian or Other Pacific Islander","NHOPI","45-54 years","45-54",10,54215,Unreliable
,"Renal failure","N17-N19","2024 (provisional)","2024","Male","M","White","2106-3","25-34 years","25-34",179,16719619,1.1
,"Renal failure","N17-N19","2024 (provisional)","2024","Male","M","White","2106-3","35-44 years","35-44",388,16784128,2.3
,"Renal failure","N17-N19","2024 (provisional)","2024","Male","M","White","2106-3","45-54 years","45-54",834,15565729,5.4
,"Renal failure","N17-N19","2024 (provisional)","2024","Male","M","White","2106-3","55-64 years","55-64",2124,16425655,12.9
,"Renal failure","N17-N19","2024 (provisional)","2024","Male","M","White","2106-3","65-74 years","65-74",3820,13538439,28.2
,"Renal failure","N17-N19","2024 (provisional)","2024","Male","M","White","2106-3","75-84 years","75-84",4564,6974938,65.4
,"Renal failure","N17-N19","2024 (provisional)","2024","Male","M","White","2106-3","85+ years","85+",2901,1945723,149.1
,"Renal failure","N17-N19","2024 (provisional)","2024","Male","M","More than one race","M","45-54 years","45-54",13,353930,Unreliable
,"Renal failure","N17-N19","2024 (provisional)","2024","Male","M","More than one race","M","55-64 years","55-64",22,272292,8.1
,"Renal failure","N17-N19","2024 (provisional)","2024","Male","M","More than one race","M","65-74 years","65-74",35,183162,19.1
,"Renal failure","N17-N19","2024 (provisional)","2024","Male","M","More than one race","M","75-84 years","75-84",18,80176,Unreliable
,"Renal failure","N17-N19","2024 (provisional)","2024","Male","M","More than one race","M","85+ years","85+",11,24061,Unreliable
,"Renal failure","N17-N19","2025 (provisional and partial)","2025","Female","F","American Indian or Alaska Native","1002-5","25-34 years","25-34",14,327988,Unreliable
,"Renal failure","N17-N19","2025 (provisional and partial)","2025","Female","F","American Indian or Alaska Native","1002-5","35-44 years","35-44",11,290449,Unreliable
,"Renal failure","N17-N19","2025 (provisional and partial)","2025","Female","F","American Indian or Alaska Native","1002-5","45-54 years","45-54",19,249303,Unreliable
,"Renal failure","N17-N19","2025 (provisional and partial)","2025","Female","F","American Indian or Alaska Native","1002-5","55-64 years","55-64",21,232793,9.0
,"Renal failure","N17-N19","2025 (provisional and partial)","2025","Female","F","American Indian or Alaska Native","1002-5","65-74 years","65-74",39,166481,23.4
,"Renal failure","N17-N19","2025 (provisional and partial)","2025","Female","F","American Indian or Alaska Native","1002-5","75-84 years","75-84",42,76057,55.2
,"Renal failure","N17-N19","2025 (provisional and partial)","2025","Female","F","American Indian or Alaska Native","1002-5","85+ years","85+",23,26789,85.9
,"Renal failure","N17-N19","2025 (provisional and partial)","2025","Female","F","Asian","A","35-44 years","35-44",10,1822629,Unreliable
,"Renal failure","N17-N19","2025 (provisional and partial)","2025","Female","F","Asian","A","45-54 years","45-54",31,1578860,2.0
,"Renal failure","N17-N19","2025 (provisional and partial)","2025","Female","F","Asian","A","55-64 years","55-64",36,1266796,2.8
,"Renal failure","N17-N19","2025 (provisional and partial)","2025","Female","F","Asian","A","65-74 years","65-74",96,1001103,9.6
,"Renal failure","N17-N19","2025 (provisional and partial)","2025","Female","F","Asian","A","75-84 years","75-84",141,506740,27.8
,"Renal failure","N17-N19","2025 (provisional and partial)","2025","Female","F","Asian","A","85+ years","85+",147,208271,70.6
,"Renal failure","N17-N19","2025 (provisional and partial)","2025","Female","F","Black or African American","2054-5","25-34 years","25-34",26,3545558,0.7
,"Renal failure","N17-N19","2025 (provisional and partial)","2025","Female","F","Black or African American","2054-5","35-44 years","35-44",76,3218047,2.4
,"Renal failure","N17-N19","2025 (provisional and partial)","2025","Female","F","Black or African American","2054-5","45-54 years","45-54",171,2861316,6.0
,"Renal failure","N17-N19","2025 (provisional and partial)","2025","Female","F","Black or African American","2054-5","55-64 years","55-64",378,2821718,13.4
,"Renal failure","N17-N19","2025 (provisional and partial)","2025","Female","F","Black or African American","2054-5","65-74 years","65-74",654,2127575,30.7
,"Renal failure","N17-N19","2025 (provisional and partial)","2025","Female","F","Black or African American","2054-5","75-84 years","75-84",573,987042,58.1
,"Renal failure","N17-N19","2025 (provisional and partial)","2025","Female","F","Black or African American","2054-5","85+ years","85+",360,353611,101.8
,"Renal failure","N17-N19","2025 (provisional and partial)","2025","Female","F","Native Hawaiian or Other Pacific Islander","NHOPI","55-64 years","55-64",10,44410,Unreliable
,"Renal failure","N17-N19","2025 (provisional and partial)","2025","Female","F","White","2106-3","25-34 years","25-34",80,16085608,0.5
,"Renal failure","N17-N19","2025 (provisional and partial)","2025","Female","F","White","2106-3","35-44 years","35-44",266,16087150,1.7
,"Renal failure","N17-N19","2025 (provisional and partial)","2025","Female","F","White","2106-3","45-54 years","45-54",614,15174900,4.0
,"Renal failure","N17-N19","2025 (provisional and partial)","2025","Female","F","White","2106-3","55-64 years","55-64",1529,16680834,9.2
,"Renal failure","N17-N19","2025 (provisional and partial)","2025","Female","F","White","2106-3","65-74 years","65-74",3015,14815045,20.4
,"Renal failure","N17-N19","2025 (provisional and partial)","2025","Female","F","White","2106-3","75-84 years","75-84",3898,8521384,45.7
,"Renal failure","N17-N19","2025 (provisional and partial)","2025","Female","F","White","2106-3","85+ years","85+",2856,3279678,87.1
,"Renal failure","N17-N19","2025 (provisional and partial)","2025","Female","F","More than one race","M","45-54 years","45-54",14,390643,Unreliable
,"Renal failure","N17-N19","2025 (provisional and partial)","2025","Female","F","More than one race","M","55-64 years","55-64",11,304015,Unreliable
,"Renal failure","N17-N19","2025 (provisional and partial)","2025","Female","F","More than one race","M","65-74 years","65-74",31,210065,14.8
,"Renal failure","N17-N19","2025 (provisional and partial)","2025","Female","F","More than one race","M","75-84 years","75-84",15,100748,Unreliable
,"Renal failure","N17-N19","2025 (provisional and partial)","2025","Female","F","More than one race","M","85+ years","85+",13,37850,Unreliable
,"Renal failure","N17-N19","2025 (provisional and partial)","2025","Male","M","American Indian or Alaska Native","1002-5","35-44 years","35-44",14,316157,Unreliable
,"Renal failure","N17-N19","2025 (provisional and partial)","2025","Male","M","American Indian or Alaska Native","1002-5","45-54 years","45-54",19,260929,Unreliable
,"Renal failure","N17-N19","2025 (provisional and partial)","2025","Male","M","American Indian or Alaska Native","1002-5","55-64 years","55-64",18,227106,Unreliable
,"Renal failure","N17-N19","2025 (provisional and partial)","2025","Male","M","American Indian or Alaska Native","1002-5","65-74 years","65-74",27,148498,18.2
,"Renal failure","N17-N19","2025 (provisional and partial)","2025","Male","M","American Indian or Alaska Native","1002-5","75-84 years","75-84",23,63233,36.4
,"Renal failure","N17-N19","2025 (provisional and partial)","2025","Male","M","Asian","A","25-34 years","25-34",10,1633375,Unreliable
,"Renal failure","N17-N19","2025 (provisional and partial)","2025","Male","M","Asian","A","35-44 years","35-44",20,1680517,1.2
,"Renal failure","N17-N19","2025 (provisional and partial)","2025","Male","M","Asian","A","45-54 years","45-54",34,1404570,2.4
