"Notes","MCD - ICD Sub-Chapter","MCD - ICD Sub-Chapter Code","Year","Year Code","Sex","Sex Code","Race","Race Code","Ten-Year Age Groups","Ten-Year Age Groups Code",Deaths,Population,Crude Rate
,"Renal failure","N17-N19","2017","2017","Female","F","American Indian or Alaska Native","1002-5","75-84 years","75-84",22,58651,37.5
,"Renal failure","N17-N19","2017","2017","Female","F","American Indian or Alaska Native","1002-5","85+ years","85+",10,22588,Unreliable
,"Renal failure","N17-N19","2017","2017","Female","F","Asian or Pacific Islander","A-PI","45-54 years","45-54",12,1507028,Unreliable
,"Renal failure","N17-N19","2017","2017","Female","F","Asian or Pacific Islander","A-PI","55-64 years","55-64",39,1224600,3.2
,"Renal failure","N17-N19","2017","2017","Female","F","Asian or Pacific Islander","A-PI","65-74 years","65-74",65,819417,7.9
,"Renal failure","N17-N19","2017","2017","Female","F","Asian or Pacific Islander","A-PI","75-84 years","75-84",77,390555,19.7
,"Renal failure","N17-N19","2017","2017","Female","F","Asian or Pacific Islander","A-PI","85+ years","85+",97,172121,56.4
,"Renal failure","N17-N19","2017","2017","Female","F","Black or African American","2054-5","25-34 years","25-34",18,3560406,Unreliable
,"Renal failure","N17-N19","2017","2017","Female","F","Black or African American","2054-5","35-44 years","35-44",54,3055368,1.8
,"Renal failure","N17-N19","2017","2017","Female","F","Black or African American","2054-5","45-54 years","45-54",99,3016004,3.3
,"Renal failure","N17-N19","2017","2017","Female","F","Black or African American","2054-5","55-64 years","55-64",225,2777624,8.1
,"Renal failure","N17-N19","2017","2017","Female","F","Black or African American","2054-5","65-74 years","65-74",273,1709818,16.0
,"Renal failure","N17-N19","2017","2017","Female","F","Black or African American","2054-5","75-84 years","75-84",280,814516,34.4
,"Renal failure","N17-N19","2017","2017","Female","F","Black or African American","2054-5","85+ years","85+",246,356668,69.0
,"Renal failure","N17-N19","2017","2017","Female","F","White","2106-3","25-34 years","25-34",46,16576425,0.3
,"Renal failure","N17-N19","2017","2017","Female","F","White","2106-3","35-44 years","35-44",139,15392623,0.9
,"Renal failure","N17-N19","2017","2017","Female","F","White","2106-3","45-54 years","45-54",384,16668139,2.3
,"Renal failure","N17-N19","2017","2017","Female","F","White","2106-3","55-64 years","55-64",1010,17493023,5.8
,"Renal failure","N17-N19","2017","2017","Female","F","White","2106-3","65-74 years","65-74",1593,13139486,12.1
,"Renal failure","N17-N19","2017","2017","Female","F","White","2106-3","75-84 years","75-84",2005,7034954,28.5
,"Renal failure","N17-N19","2017","2017","Female","F","White","2106-3","85+ years","85+",2204,3637636,60.6
,"Renal failure","N17-N19","2017","2017","Male","M","American Indian or Alaska Native","1002-5","35-44 years","35-44",10,314647,Unreliable
,"Renal failure","N17-N19","2017","2017","Male","M","American Indian or Alaska Native","1002-5","45-54 years","45-54",13,277853,Unreliable
,"Renal failure","N17-N19","2017","2017","Male","M","American Indian or Alaska Native","1002-5","55-64 years","55-64",23,224532,10.2
,"Renal failure","N17-N19","2017","2017","Male","M","American Indian or Alaska Native","1002-5","65-74 years","65-74",22,121253,18.1
,"Renal failure","N17-N19","2017","2017","Male","M","American Indian or Alaska Native","1002-5","75-84 years","75-84",19,45396,Unreliable
,"Renal failure","N17-N19","2017","2017","Male","M","Asian or Pacific Islander","A-PI","45-54 years","45-54",18,1325041,Unreliable
,"Renal failure","N17-N19","2017","2017","Male","M","Asian or Pacific Islander","A-PI","55-64 years","55-64",44,1025701,4.3
,"Renal failure","N17-N19","2017","2017","Male","M","Asian or Pacific Islander","A-PI","65-74 years","65-74",75,653648,11.5
,"Renal failure","N17-N19","2017","2017","Male","M","Asian or Pacific Islander","A-PI","75-84 years","75-84",85,301045,28.2
,"Renal failure","N17-N19","2017","2017","Male","M","Asian or Pacific Islander","A-PI","85+ years","85+",74,100678,73.5
,"Renal failure","N17-N19","2017","2017","Male","M","Black or African American","2054-5","25-34 years","25-34",24,3465087,0.7
,"Renal failure","N17-N19","2017","2017","Male","M","Black or African American","2054-5","35-44 years","35-44",37,2743658,1.3
,"Renal failure","N17-N19","2017","2017","Male","M","Black or African American","2054-5","45-54 years","45-54",120,2660679,4.5
,"Renal failure","N17-N19","2017","2017","Male","M","Black or African American","2054-5","55-64 years","55-64",274,2341639,11.7
,"Renal failure","N17-N19","2017","2017","Male","M","Black or African American","2054-5","65-74 years","65-74",310,1289007,24.0
,"Renal failure","N17-N19","2017","2017","Male","M","Black or African American","2054-5","75-84 years","75-84",264,511629,51.6
,"Renal failure","N17-N19","2017","2017","Male","M","Black or African American","2054-5","85+ years","85+",158,153683,102.8
,"Renal failure","N17-N19","2017","2017","Male","M","White","2106-3","25-34 years","25-34",84,17369406,0.5
,"Renal failure","N17-N19","2017","2017","Male","M","White","2106-3","35-44 years","35-44",183,15751313,1.2
,"Renal failure","N17-N19","2017","2017","Male","M","White","2106-3","45-54 years","45-54",541,16642784,3.3
,"Renal failure","N17-N19","2017","2017","Male","M","White","2106-3","55-64 years","55-64",1313,16665931,7.9
,"Renal failure","N17-N19","2017","2017","Male","M","White","2106-3","65-74 years","65-74",1932,11813232,16.4
,"Renal failure","N17-N19","2017","2017","Male","M","White","2106-3","75-84 years","75-84",2055,5549805,37.0
,"Renal failure","N17-N19","2017","2017","Male","M","White","2106-3","85+ years","85+",1773,2012338,88.1
"---"
"Dataset: Multiple Cause of Death, 1999-2020"
"Query Parameters:"
"MCD - ICD-10 Codes: N17.0 (Acute renal failure with tubular necrosis); N17.1 (Acute renal failure with acute cortical necrosis);"
"N17.2 (Acute renal failure with medullary necrosis); N17.8 (Other acute renal failure); N17.9 (Acute renal failure, unspecified)"
"MCD - ICD-10 Codes: AND"
"MCD - ICD-10 Codes: A40.0 (Septicaemia due to streptococcus, group A); A40.1 (Septicaemia due to streptococcus, group B); A40.2"
"(Septicaemia due to streptococcus, group D); A40.3 (Septicaemia due to Streptococcus pneumoniae); A40.8 (Other streptococcal"
"septicaemia); A40.9 (Streptococcal septicaemia, unspecified); A41.0 (Septicaemia due to Staphylococcus aureus); A41.1"
"(Septicaemia due to other specified staphylococcus); A41.2 (Septicaemia due to unspecified staphylococcus); A41.3 (Septicaemia"
"due to Haemophilus influenzae); A41.4 (Septicaemia due to anaerobes); A41.5 (Septicaemia due to other Gram-negative organisms);"
"A41.8 (Other specified septicaemia); A41.9 (Septicaemia, unspecified)"
"Ten-Year Age Groups: 25-34 years; 35-44 years; 45-54 years; 55-64 years; 65-74 years; 75-84 years; 85+ years"
"Year/Month: 2010; 2011; 2012; 2013; 2014; 2015; 2016; 2017"
"Group By: MCD - ICD Sub-Chapter; Year; Sex; Race; Ten-Year Age Groups"
"Show Totals: Disabled"
"Show Zero Values: False"
"Show Suppressed: False"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/mcd.html for more information."
"---"
"Query Date: Jan 14, 2026 1:46:59 AM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Mortality 1999-2020 on CDC WONDER Online Database, released in 2021. Data are from the Multiple Cause of Death Files,"
"1999-2020, as compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative"
"Program. Accessed at http://wonder.cdc.gov/mcd-icd10.html on Jan 14, 2026 1:46:59 AM"
"---"
Messages:
"1. Totals are not available for these results due to suppression constraints. More Information:"
"http://wonder.cdc.gov/wonder/help/faq.html#Privacy."
"2. Rows with zero Deaths are hidden. Use Quick Options above to show zero rows."
"3. Rows with suppressed Deaths are hidden. Use Quick Options above to show suppressed rows."
"---"
Footnotes:
"1. Totals and sub-totals show the frequency of the selected causes of death, which may be greater than the number of deaths."
"Note that any single death record may have up to 20 causes. More information."
"---"
Caveats:
"1. As of April 3, 2017, the underlying cause of death has been revised for 125 deaths in 2014. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#2014-Revision."
"2. These items in the results table are not fully selected: Other bacterial diseases, Renal failure. The Query Description lists"
"the actual values selected."
"3. Data are Suppressed when the data meet the criteria for confidentiality constraints. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#Assurance of Confidentiality."
"4. Death rates are flagged as Unreliable when the rate is calculated with a numerator of 20 or less. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#Unreliable."
"5. Deaths of persons with Age ""Not Stated"" are included in ""All"" counts and rates, but are not distributed among age groups,"
"so are not included in age-specific counts, age-specific rates or in any age-adjusted rates. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#Not Stated."
"6. Information included on the death certificate about the race and Hispanic ethnicity of the decedent is reported by the"
"funeral director as provided by an informant, often the surviving next of kin, or, in the absence of an informant, on the basis"
"of observation. Race and ethnicity information from the census is by self-report. To the extent that race and Hispanic origin"
"are inconsistent between these two data sources, death rates will be biased. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#Racial Differences."
"7. The population figures for year 2020 are bridged-race estimates of the July 1 resident population, from the Vintage 2020"
"postcensal series released by NCHS on September 22, 2021. The population figures for year 2019 are bridged-race estimates of the"
"July 1 resident population, from the Vintage 2019 postcensal series released by NCHS on July 9, 2020. The population figures for"
"year 2018 are bridged-race estimates of the July 1 resident population, from the Vintage 2018 postcensal series released by NCHS"
"on June 25, 2019. The population figures for year 2017 are bridged-race estimates of the July 1 resident population, from the"
"Vintage 2017 postcensal series released by NCHS on June 27, 2018. The population figures for year 2016 are bridged-race"
"estimates of the July 1 resident population, from the Vintage 2016 postcensal series released by NCHS on June 26, 2017. The"
"population figures for year 2015 are bridged-race estimates of the July 1 resident population, from the Vintage 2015 postcensal"
"series released by NCHS on June 28, 2016. The population figures for year 2014 are bridged-race estimates of the July 1 resident"
"population, from the Vintage 2014 postcensal series released by NCHS on June 30, 2015. The population figures for year 2013 are"
"bridged-race estimates of the July 1 resident population, from the Vintage 2013 postcensal series released by NCHS on June 26,"
"2014. The population figures for year 2012 are bridged-race estimates of the July 1 resident population, from the Vintage 2012"
"postcensal series released by NCHS on June 13, 2013. Population figures for 2011 are bridged-race estimates of the July 1"
"resident population, from the county-level postcensal Vintage 2011 series released by NCHS on July 18, 2012. Population figures"
"for 2010 are April 1 Census counts. The population figures for years 2001 - 2009, are bridged-race estimates of the July 1"
"resident population, from the revised intercensal county-level 2000 - 2009 series released by NCHS on October 26, 2012."
"Population figures for 2000 are April 1 Census counts. Population figures for 1999 are from the 1990-1999 intercensal series of"
"July 1 estimates. Population figures for Infant Age Groups are the number of live births. <br/><b>Note:</b> Rates and population"
"figures for years 2001 - 2009 differ slightly from previously published reports, due to use of the population estimates which"
"were available at the time of release."
"8. Beginning with the 2018 data, changes have been implemented that affect the counts for ICD-10 cause of death codes O00-O99"
"compared to previous practice. In addition, data for the cause of death codes O00-O99 for 2003 through 2017 reflect differences"
"in information available to individual states and probable errors. Caution should be used in interpreting these data. More"
"information can be found at: https://www.cdc.gov/nchs/maternal-mortality/."
"9. On March 11, 2021, the 2019 mortality data on CDC WONDER was updated with the 2019 mortality data updated by NCHS on March 4,"
"2021 to include corrected information for residents of Texas affecting 5 records previously coded to cause code *U01.4,"
"Terrorism involving firearms (homicide). The underlying and multiple cause of death codes for 5 records were corrected in the"
"2019 data. Underlying and multiple cause of death codes for those 5 records were recoded to Assault (homicide) by other and"
"unspecified firearm discharge, ICD-10 code X95. The corrected final death records replaces the data released on December 22,"
"2020."
"10. Changes to cause of death classification affect reporting trends. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#ICD-10 Changes."
